Date,equity
2026-08-12 09:45:00-04:00,30.0
2026-08-12 10:00:00-04:00,28.989730300188064
2026-08-12 10:15:00-04:00,29.02033132481575
2026-08-12 10:30:00-04:00,28.93193084168434
2026-08-12 10:45:00-04:00,29.064530553102493
2026-08-12 11:00:00-04:00,29.064530553102493
2026-08-12 11:15:00-04:00,28.921731175661087
2026-08-12 11:30:00-04:00,28.571529807329178
2026-08-12 11:45:00-04:00,28.251931490182876
2026-08-12 12:00:00-04:00,28.251931490182876
2026-08-12 12:15:00-04:00,28.095529855966568
2026-08-12 12:30:00-04:00,26.94977506192446
2026-08-12 12:45:00-04:00,26.94977506192446
2026-08-12 13:00:00-04:00,26.94977506192446
2026-08-12 13:15:00-04:00,26.94977506192446
2026-08-12 13:30:00-04:00,26.94977506192446
2026-08-12 13:45:00-04:00,26.94977506192446
2026-08-12 14:00:00-04:00,26.94977506192446
2026-08-12 14:15:00-04:00,26.94977506192446
2026-08-12 14:30:00-04:00,26.94977506192446
2026-08-12 14:45:00-04:00,26.94977506192446
2026-08-12 15:00:00-04:00,26.94977506192446
2026-08-12 15:15:00-04:00,26.94977506192446
2026-08-12 15:30:00-04:00,25.942586311866044
2026-08-12 15:45:00-04:00,25.942586311866044
2026-08-13 09:30:00-04:00,25.352688056398634
2026-08-13 09:45:00-04:00,25.352688056398634
2026-08-13 10:00:00-04:00,25.352688056398634
2026-08-13 10:15:00-04:00,25.352688056398634
2026-08-13 10:30:00-04:00,25.352688056398634
2026-08-13 10:45:00-04:00,25.352688056398634
2026-08-13 11:00:00-04:00,25.352688056398634
2026-08-13 11:15:00-04:00,25.352688056398634
2026-08-13 11:30:00-04:00,25.352688056398634
2026-08-13 11:45:00-04:00,25.352688056398634
2026-08-13 12:00:00-04:00,25.352688056398634
2026-08-13 12:15:00-04:00,25.352688056398634
2026-08-13 12:30:00-04:00,25.352688056398634
2026-08-13 12:45:00-04:00,25.352688056398634
2026-08-13 13:00:00-04:00,25.352688056398634
2026-08-13 13:15:00-04:00,25.352688056398634
2026-08-13 13:30:00-04:00,25.352688056398634
2026-08-13 13:45:00-04:00,25.352688056398634
2026-08-13 14:00:00-04:00,25.352688056398634
2026-08-13 14:15:00-04:00,25.352688056398634
2026-08-13 14:30:00-04:00,25.352688056398634
2026-08-13 14:45:00-04:00,25.352688056398634
2026-08-13 15:00:00-04:00,25.352688056398634
2026-08-13 15:15:00-04:00,25.352688056398634
2026-08-13 15:30:00-04:00,25.352688056398634
2026-08-13 15:45:00-04:00,25.352688056398634
2026-08-14 09:30:00-04:00,25.352688056398634
2026-08-14 09:45:00-04:00,25.352688056398634
2026-08-14 10:00:00-04:00,25.352688056398634
2026-08-14 10:15:00-04:00,25.352688056398634
2026-08-14 10:30:00-04:00,25.352688056398634
2026-08-14 10:45:00-04:00,25.352688056398634
2026-08-14 11:00:00-04:00,25.352688056398634
2026-08-14 11:15:00-04:00,25.352688056398634
2026-08-14 11:30:00-04:00,25.352688056398634
2026-08-14 11:45:00-04:00,25.352688056398634
2026-08-14 12:00:00-04:00,25.352688056398634
2026-08-14 12:15:00-04:00,25.352688056398634
2026-08-14 12:30:00-04:00,25.352688056398634
2026-08-14 12:45:00-04:00,25.352688056398634
2026-08-14 13:00:00-04:00,25.352688056398634
2026-08-14 13:15:00-04:00,25.352688056398634
2026-08-14 13:30:00-04:00,25.352688056398634
2026-08-14 13:45:00-04:00,25.352688056398634
